"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.596000078E0,6.204999924E0,-1.761999965E0,9.347000122E0,1.135663151E1
6.605992001E0,5.631000042E0,-1.570000052E0,9.154999733E0,1.086218586E1
6.615998847E0,5.248000145E0,-1.378999949E0,8.887000084E0,1.041258454E1
6.625990847E0,5.018000126E0,-1.110000014E0,8.581000328E0,1.000229933E1
6.635989693E0,4.826000214E0,-8.040000200E-1,8.350999832E0,9.678630703E0
6.646005155E0,4.597000122E0,-5.360000134E-1,8.083000183E0,9.314214841E0
6.656012001E0,4.212999821E0,-2.680000067E-1,7.699999809E0,8.781297658E0
6.665987770E0,3.714999914E0,0.000000000E0,7.277999878E0,8.171322205E0
6.675984770E0,3.256000042E0,3.059999943E-1,6.856999874E0,7.596948041E0
6.686005770E0,2.948999882E0,6.510000229E-1,6.550000191E0,7.212690471E0
6.696077385E0,2.757999897E0,9.959999919E-1,6.282000065E0,6.932683768E0
6.705998385E0,2.680999994E0,1.378999949E0,6.129000187E0,6.830376645E0
6.716461693E0,2.604000092E0,1.761999965E0,6.052000046E0,6.819982764E0
6.725995155E0,2.528000116E0,2.105999947E0,6.052000046E0,6.888593827E0
6.737358539E0,2.413000107E0,2.450999975E0,6.129000187E0,7.028130170E0
6.746064001E0,2.183000088E0,2.757999897E0,6.204999924E0,7.132606597E0
6.755996308E0,1.952999949E0,3.026000023E0,6.320000172E0,7.274151986E0
6.765995770E0,1.723000050E0,3.332000017E0,6.434999943E0,7.448501698E0
6.776012616E0,1.570000052E0,3.562000036E0,6.589000225E0,7.652951613E0
6.786001385E0,1.417000055E0,3.829999924E0,6.626999855E0,7.784209379E0
6.796062616E0,1.264000058E0,4.098999977E0,6.626999855E0,7.894087917E0
6.806030539E0,1.110000014E0,4.367000103E0,6.626999855E0,8.013733026E0
6.815999539E0,9.570000172E-1,4.635000229E0,6.626999855E0,8.143476115E0
6.825999462E0,8.040000200E-1,4.864999771E0,6.664999962E0,8.290769765E0
6.835999385E0,7.269999981E-1,5.132999897E0,6.780000210E0,8.534905962E0
6.845995001E0,6.510000229E-1,5.362999916E0,6.933000088E0,8.789315067E0
6.856046693E0,6.119999886E-1,5.553999901E0,7.010000229E0,8.964461060E0
6.866007462E0,6.119999886E-1,5.783999920E0,6.933000088E0,9.049623709E0
6.875987462E0,6.510000229E-1,6.013999939E0,6.703999996E0,9.029707207E0
6.885997770E0,6.890000105E-1,6.204999924E0,6.434999943E0,8.965822290E0
6.896013462E0,5.740000010E-1,6.359000206E0,6.013999939E0,8.771234513E0
6.906007308E0,4.210000038E-1,6.512000084E0,5.592999935E0,8.594476969E0
6.916001924E0,2.290000021E-1,6.626999855E0,5.248000145E0,8.456422033E0
6.925994616E0,1.140000001E-1,6.742000103E0,5.132999897E0,8.474387844E0
6.935988539E0,-3.799999878E-2,6.742000103E0,5.094999790E0,8.450741521E0
6.945996770E0,-3.799999878E-2,6.856999874E0,5.056000233E0,8.519567455E0
6.956003385E0,1.140000001E-1,7.086999893E0,4.940999985E0,8.640141453E0
6.965991385E0,3.059999943E-1,7.277999878E0,4.672999859E0,8.654469706E0
6.975992770E0,3.059999943E-1,7.393000126E0,4.405000210E0,8.611278285E0
6.986851078E0,1.140000001E-1,7.393000126E0,4.251999855E0,8.529299481E0
6.997656078E0,-1.140000001E-1,7.355000019E0,4.289999962E0,8.515463637E0
7.005995770E0,-3.059999943E-1,7.355000019E0,4.442999840E0,8.598250337E0
7.015995385E0,-3.440000117E-1,7.393000126E0,4.672999859E0,8.752811808E0
7.025997308E0,-3.440000117E-1,7.507999897E0,5.018000126E0,9.037074954E0
7.036064693E0,-2.680000067E-1,7.585000038E0,5.285999775E0,9.249099589E0
7.046007078E0,-2.290000021E-1,7.660999775E0,5.401000023E0,9.376255105E0
7.056009770E0,-1.140000001E-1,7.814000130E0,5.553999901E0,9.587414090E0
7.068687155E0,-1.140000001E-1,7.853000164E0,5.783999920E0,9.753833229E0
7.076348155E0,-2.680000067E-1,7.699999809E0,6.129000187E0,9.845123887E0
7.086261924E0,-4.589999914E-1,7.623000145E0,6.589000225E0,1.008641344E1
7.096003539E0,-5.740000010E-1,7.623000145E0,7.047999859E0,1.039778386E1
7.106005924E0,-5.740000010E-1,7.699999809E0,7.393000126E0,1.068999176E1
7.116016847E0,-6.119999886E-1,7.737999916E0,7.546000004E0,1.082558556E1
7.125994924E0,-6.890000105E-1,7.776000023E0,7.546000004E0,1.085739441E1
7.135998539E0,-8.040000200E-1,7.776000023E0,7.431000233E0,1.078574786E1
7.146554155E0,-9.570000172E-1,7.814000130E0,7.277999878E0,1.072118134E1
7.157352770E0,-1.034000039E0,7.853000164E0,7.125000000E0,1.065384403E1
7.166022232E0,-1.149000049E0,7.853000164E0,7.086999893E0,1.064027162E1
7.176235308E0,-1.110000014E0,7.853000164E0,7.125000000E0,1.066148848E1
7.186001308E0,-1.072000027E0,7.890999794E0,7.047999859E0,1.063444234E1
7.196148308E0,-1.110000014E0,7.928999901E0,6.894999981E0,1.056608557E1
7.206003693E0,-1.225000024E0,7.928999901E0,6.664999962E0,1.043033504E1
7.217142155E0,-1.340000033E0,7.928999901E0,6.359000206E0,1.025190339E1
7.226004770E0,-1.455000043E0,7.928999901E0,6.013999939E0,1.005754741E1
7.236014770E0,-1.455000043E0,7.928999901E0,5.706999779E0,9.877039588E0
7.247162001E0,-1.378999949E0,7.928999901E0,5.439000130E0,9.713567969E0
7.256739616E0,-1.264000058E0,7.928999901E0,5.285999775E0,9.612935514E0
7.266027539E0,-1.110000014E0,7.890999794E0,5.248000145E0,9.541566082E0
7.275995232E0,-9.570000172E-1,7.853000164E0,5.209000111E0,9.472018938E0
7.287042078E0,-8.040000200E-1,7.814000130E0,5.209000111E0,9.425428171E0
7.296004385E0,-7.269999981E-1,7.737999916E0,5.132999897E0,9.314121517E0
7.305992462E0,-7.269999981E-1,7.623000145E0,5.094999790E0,9.197699879E0
7.315996232E0,-6.890000105E-1,7.546000004E0,4.980000019E0,9.067372125E0
7.326565770E0,-6.119999886E-1,7.469999790E0,4.902999878E0,8.956274262E0
7.336029001E0,-4.979999959E-1,7.355000019E0,4.788000107E0,8.790277260E0
7.345997616E0,-3.440000117E-1,7.315999985E0,4.750000000E0,8.729529872E0
7.356794078E0,-1.140000001E-1,7.239999771E0,4.788000107E0,8.680756747E0
7.366367539E0,1.529999971E-1,7.202000141E0,4.826000214E0,8.670783880E0
7.375999693E0,4.979999959E-1,7.163000107E0,4.826000214E0,8.651407550E0
7.385997539E0,8.809999824E-1,7.163000107E0,4.788000107E0,8.660812694E0
7.396275616E0,1.187000036E0,7.125000000E0,4.710999966E0,8.623694960E0
7.406023001E0,1.455000043E0,7.086999893E0,4.519999981E0,8.530708789E0
7.416322539E0,1.723000050E0,7.086999893E0,4.289999962E0,8.461583559E0
7.426150924E0,2.029999971E0,7.125000000E0,4.021999836E0,8.429887755E0
7.435995155E0,2.335999966E0,7.125000000E0,3.829999924E0,8.419704285E0
7.446010924E0,2.642999887E0,7.163000107E0,3.677000046E0,8.474334680E0
7.457171078E0,2.948999882E0,7.163000107E0,3.562000036E0,8.526019886E0
7.465987385E0,3.178999901E0,7.163000107E0,3.523999929E0,8.592623953E0
7.476024001E0,3.447000027E0,7.163000107E0,3.447000027E0,8.664420863E0
7.486017847E0,3.638999939E0,7.163000107E0,3.371000051E0,8.712894607E0
7.496978385E0,3.792000055E0,7.163000107E0,3.256000042E0,8.734378697E0
7.505993385E0,3.907000065E0,7.163000107E0,3.141000032E0,8.742945799E0
7.516004308E0,3.983999968E0,7.202000141E0,3.026000023E0,8.769135528E0
7.525994539E0,4.021999836E0,7.239999771E0,2.987999916E0,8.804670514E0
7.536001232E0,4.137000084E0,7.277999878E0,2.948999882E0,8.875846564E0
7.546005462E0,4.251999855E0,7.277999878E0,2.834000111E0,8.892712838E0
7.555995770E0,4.328000069E0,7.315999985E0,2.680999994E0,8.913091570E0
7.565996155E0,4.442999840E0,7.393000126E0,2.450999975E0,8.966833294E0
7.576012770E0,4.672999859E0,7.469999790E0,2.220999956E0,9.086840229E0
7.586618078E0,4.940999985E0,7.546000004E0,1.991999984E0,9.237080753E0
7.596006616E0,5.209000111E0,7.660999775E0,1.876999974E0,9.452392745E0
7.606394539E0,5.401000023E0,7.776000023E0,1.952999949E0,9.667015383E0
7.616268155E0,5.515999794E0,7.814000130E0,2.144999981E0,9.802340367E0
7.626029539E0,5.553999901E0,7.890999794E0,2.450999975E0,9.956012933E0
7.636012155E0,5.669000149E0,7.967999935E0,2.834000111E0,1.018126428E1
7.645994924E0,5.822000027E0,8.043999672E0,3.217000008E0,1.043794540E1
7.656289001E0,5.975999832E0,8.121000290E0,3.523999929E0,1.068090798E1
7.666104924E0,6.204999924E0,8.236000061E0,3.714999914E0,1.096060881E1
7.675988616E0,6.512000084E0,8.388999939E0,3.868999958E0,1.130268224E1
7.686005693E0,6.817999840E0,8.503999710E0,4.021999836E0,1.161807280E1
7.696018001E0,7.086999893E0,8.619000435E0,4.212999821E0,1.192736784E1
7.705997770E0,7.202000141E0,8.619000435E0,4.405000210E0,1.206482496E1
7.716595924E0,7.125000000E0,8.581000328E0,4.597000122E0,1.206364795E1
7.726005616E0,7.010000229E0,8.503999710E0,4.902999878E0,1.206223537E1
7.736000155E0,6.894999981E0,8.427000046E0,5.248000145E0,1.208705341E1
7.746066616E0,6.817999840E0,8.350999832E0,5.592999935E0,1.214520351E1
7.756009770E0,6.703999996E0,8.236000061E0,5.861000061E0,1.212957685E1
7.766190847E0,6.626999855E0,8.159000397E0,6.013999939E0,1.211010363E1
7.775995770E0,6.589000225E0,8.043999672E0,6.166999817E0,1.208936481E1
7.786349539E0,6.512000084E0,7.853000164E0,6.396999836E0,1.204148511E1
7.796094924E0,6.320000172E0,7.660999775E0,6.856999874E0,1.206862739E1
7.806756847E0,5.975999832E0,7.393000126E0,7.431000233E0,1.206601796E1
7.816565078E0,5.515999794E0,7.125000000E0,8.159000397E0,1.215570509E1
7.826013616E0,5.094999790E0,6.894999981E0,9.039999962E0,1.245879797E1
7.836002308E0,4.710999966E0,6.780000210E0,9.960000038E0,1.293690551E1
7.846048847E0,4.481999874E0,6.703999996E0,1.068799973E1,1.338899835E1
7.856022462E0,4.367000103E0,6.664999962E0,1.114700031E1,1.370213598E1
7.868529001E0,4.405000210E0,6.664999962E0,1.141499996E1,1.393299951E1
7.876000308E0,4.558000088E0,6.703999996E0,1.156900024E1,1.412659716E1
7.886394847E0,4.710999966E0,6.703999996E0,1.172200012E1,1.430183287E1
7.895997539E0,4.750000000E0,6.703999996E0,1.198999977E1,1.453499950E1
7.906159155E0,4.635000229E0,6.703999996E0,1.225800037E1,1.472023832E1
7.916091462E0,4.558000088E0,6.703999996E0,1.252600002E1,1.492044427E1
7.926062924E0,4.442999840E0,6.742000103E0,1.271800041E1,1.506460578E1
7.936003462E0,4.442999840E0,6.780000210E0,1.279500008E1,1.514663914E1
7.946008462E0,4.481999874E0,6.817999840E0,1.268000031E1,1.507832393E1
7.956051385E0,4.597000122E0,6.817999840E0,1.233500004E1,1.482463348E1
7.966001001E0,4.672999859E0,6.856999874E0,1.195199966E1,1.455010897E1
7.976006616E0,4.710999966E0,6.817999840E0,1.156900024E1,1.423096656E1
7.985994539E0,4.635000229E0,6.817999840E0,1.133899975E1,1.401931754E1
7.996011155E0,4.442999840E0,6.780000210E0,1.126200008E1,1.387592506E1
8.006028385E0,4.212999821E0,6.703999996E0,1.122399998E1,1.373576204E1
8.015989539E0,3.983999968E0,6.626999855E0,1.114700031E1,1.356631854E1
8.025994847E0,3.753999949E0,6.550000191E0,1.103199959E1,1.336787317E1
8.036025308E0,3.523999929E0,6.512000084E0,1.087899971E1,1.315968675E1
8.045995770E0,3.332000017E0,6.473999977E0,1.068799973E1,1.293244903E1
8.055998693E0,3.178999901E0,6.434999943E0,1.045800018E1,1.268404638E1
8.066417385E0,2.987999916E0,6.396999836E0,1.026599979E1,1.245955465E1
8.076007847E0,2.757999897E0,6.359000206E0,1.007499981E1,1.222902564E1
8.086009308E0,2.528000116E0,6.320000172E0,9.960000038E0,1.206377998E1
8.095995847E0,2.220999956E0,6.282000065E0,9.883000374E0,1.191931466E1
8.106005308E0,1.914999962E0,6.243999958E0,9.845000267E0,1.181434681E1
8.116509001E0,1.608000040E0,6.243999958E0,9.767999649E0,1.170414528E1
8.126004539E0,1.302000046E0,6.243999958E0,9.692000389E0,1.160248297E1
8.136094232E0,1.072000027E0,6.243999958E0,9.614999771E0,1.151455341E1
8.145998693E0,8.040000200E-1,6.282000065E0,9.538000107E0,1.144916534E1
8.156005770E0,5.360000134E-1,6.320000172E0,9.461999893E0,1.139118695E1
8.166002539E0,2.680000067E-1,6.359000206E0,9.307999611E0,1.127597288E1
8.176004616E0,0.000000000E0,6.434999943E0,9.154999733E0,1.119031923E1
8.186009001E0,-1.529999971E-1,6.512000084E0,9.079000473E0,1.117397887E1
8.196012539E0,-3.059999943E-1,6.626999855E0,9.001999855E0,1.118243106E1
8.207080462E0,-3.829999864E-1,6.742000103E0,8.887000084E0,1.116154223E1
8.216180539E0,-4.589999914E-1,6.856999874E0,8.772000313E0,1.114347871E1
8.226104232E0,-5.740000010E-1,6.933000088E0,8.581000328E0,1.104669783E1
8.235994001E0,-6.510000229E-1,7.010000229E0,8.312000275E0,1.089280739E1
8.246106847E0,-7.659999728E-1,7.086999893E0,8.005999565E0,1.071953136E1
8.256006308E0,-8.420000076E-1,7.163000107E0,7.660999775E0,1.052180840E1
8.265989385E0,-8.809999824E-1,7.277999878E0,7.355000019E0,1.038467469E1
8.275995078E0,-8.809999824E-1,7.355000019E0,7.047999859E0,1.022479771E1
8.286012616E0,-8.040000200E-1,7.469999790E0,6.780000210E0,1.012006501E1
8.296985770E0,-6.890000105E-1,7.585000038E0,6.589000225E0,1.007084259E1
8.306112078E0,-5.740000010E-1,7.660999775E0,6.320000172E0,9.948004610E0
8.316001924E0,-4.589999914E-1,7.737999916E0,6.091000080E0,9.858377436E0
8.325992693E0,-3.440000117E-1,7.776000023E0,5.822000027E0,9.720092421E0
8.336018616E0,-2.680000067E-1,7.814000130E0,5.592999935E0,9.613119697E0
8.346362462E0,-1.909999996E-1,7.853000164E0,5.362999916E0,9.511459440E0
8.355998385E0,-1.140000001E-1,7.853000164E0,5.094999790E0,9.361710871E0
8.366021770E0,-3.799999878E-2,7.853000164E0,4.826000214E0,9.217447241E0
8.376069847E0,-3.799999878E-2,7.853000164E0,4.519999981E0,9.060985344E0
8.385990539E0,-7.599999756E-2,7.853000164E0,4.289999962E0,8.948714279E0
8.396013616E0,-1.909999996E-1,7.776000023E0,4.059999943E0,8.774181266E0
8.407082847E0,-3.829999864E-1,7.699999809E0,3.829999924E0,8.608460110E0
8.420818309E0,-6.510000229E-1,7.623000145E0,3.601000071E0,8.455834302E0
8.426616693E0,-9.190000296E-1,7.585000038E0,3.447000027E0,8.382040075E0
8.435997539E0,-1.187000036E0,7.507999897E0,3.371000051E0,8.315207327E0
8.445996309E0,-1.417000055E0,7.469999790E0,3.371000051E0,8.316996295E0
8.456080078E0,-1.608000040E0,7.469999790E0,3.408999920E0,8.367068868E0
8.468730001E0,-1.799999952E0,7.469999790E0,3.408999920E0,8.406079773E0
8.476430385E0,-1.991999984E0,7.507999897E0,3.408999920E0,8.482889062E0
8.485989232E0,-2.105999947E0,7.546000004E0,3.447000027E0,8.559156560E0
8.496018847E0,-2.220999956E0,7.623000145E0,3.447000027E0,8.655910189E0
8.506625847E0,-2.220999956E0,7.699999809E0,3.408999920E0,8.708852871E0
8.515987001E0,-2.220999956E0,7.776000023E0,3.332000017E0,8.746498801E0
8.525995232E0,-2.144999981E0,7.890999794E0,3.217000008E0,8.787376839E0
8.536009462E0,-1.952999949E0,8.005999565E0,3.141000032E0,8.819076995E0
8.548811693E0,-1.684999943E0,8.159000397E0,3.063999891E0,8.876745328E0
8.556829616E0,-1.302000046E0,8.312000275E0,3.026000023E0,8.940985898E0
8.567101155E0,-9.570000172E-1,8.465999603E0,2.948999882E0,9.015852628E0
8.576006462E0,-6.510000229E-1,8.581000328E0,2.834000111E0,9.060293830E0
8.586037155E0,-3.440000117E-1,8.656999588E0,2.719000101E0,9.080470220E0
8.596010309E0,-7.599999756E-2,8.734000206E0,2.680999994E0,9.136536355E0
8.606022616E0,7.599999756E-2,8.772000313E0,2.642999887E0,9.161834636E0
8.616006847E0,1.909999996E-1,8.810000420E0,2.528000116E0,9.167517275E0
8.626474924E0,2.290000021E-1,8.772000313E0,2.413000107E0,9.100714258E0
8.636523385E0,2.680000067E-1,8.772000313E0,2.259999990E0,9.062417638E0
8.645994309E0,2.680000067E-1,8.734000206E0,2.105999947E0,8.988315714E0
8.656017770E0,2.290000021E-1,8.696000099E0,2.029999971E0,8.932735226E0
8.667025155E0,1.909999996E-1,8.656999588E0,1.952999949E0,8.876617130E0
8.675997232E0,1.529999971E-1,8.619000435E0,1.876999974E0,8.822341322E0
8.685999232E0,1.140000001E-1,8.581000328E0,1.799999952E0,8.768498301E0
8.696060616E0,1.140000001E-1,8.541999817E0,1.723000050E0,8.714785485E0
8.706018462E0,7.599999756E-2,8.503999710E0,1.646999955E0,8.662355102E0
8.716005770E0,3.799999878E-2,8.465999603E0,1.531999946E0,8.603581645E0
8.726048616E0,0.000000000E0,8.427000046E0,1.493999958E0,8.558409060E0
8.735990693E0,0.000000000E0,8.388999939E0,1.570000052E0,8.534648214E0
8.746020616E0,1.140000001E-1,8.388999939E0,1.838000059E0,8.588746136E0
8.756008693E0,2.290000021E-1,8.388999939E0,2.183000088E0,8.671404175E0
8.766004078E0,4.210000038E-1,8.388999939E0,2.490000010E0,8.760859605E0
8.775997385E0,5.360000134E-1,8.388999939E0,2.719000101E0,8.834906765E0
8.785993847E0,6.119999886E-1,8.388999939E0,2.872999907E0,8.888419006E0
8.796013309E0,6.119999886E-1,8.350999832E0,3.026000023E0,8.903393641E0
8.806008616E0,6.890000105E-1,8.236000061E0,3.217000008E0,8.868794003E0
8.815998001E0,8.809999824E-1,8.043999672E0,3.523999929E0,8.826135462E0
8.826018616E0,8.809999824E-1,8.043999672E0,3.944999933E0,9.002506105E0
8.836784770E0,7.659999728E-1,8.121000290E0,4.289999962E0,9.216371376E0
8.845989924E0,6.510000229E-1,8.236000061E0,4.367000103E0,9.344848203E0
8.856004155E0,7.269999981E-1,8.350999832E0,4.212999821E0,9.381742625E0
8.866009693E0,9.959999919E-1,8.465999603E0,3.983999968E0,9.409432555E0
8.876248462E0,1.264000058E0,8.503999710E0,3.829999924E0,9.411939579E0
8.886100539E0,1.493999958E0,8.581000328E0,3.792000055E0,9.499729834E0
8.896023616E0,1.761999965E0,8.619000435E0,4.059999943E0,9.688932444E0
8.906009385E0,1.991999984E0,8.696000099E0,4.558000088E0,1.001817581E1
8.916223539E0,2.220999956E0,8.696000099E0,5.171000004E0,1.035820928E1
8.926017462E0,2.259999990E0,8.810000420E0,5.745999813E0,1.075826293E1
8.936005539E0,2.183000088E0,9.001999855E0,6.166999817E0,1.112804464E1
8.945995001E0,2.220999956E0,9.001999855E0,6.512000084E0,1.133026863E1
8.956003847E0,2.413000107E0,8.887000084E0,6.933000088E0,1.152683088E1
8.965999155E0,2.680999994E0,8.772000313E0,7.507999897E0,1.185351479E1
8.975991539E0,2.872999907E0,8.696000099E0,8.350999832E0,1.239410119E1
8.985996078E0,2.834000111E0,8.619000435E0,9.154999733E0,1.288924921E1
8.999584924E0,2.757999897E0,8.581000328E0,9.807000160E0,1.331981164E1
9.006012693E0,2.796000004E0,8.503999710E0,1.026599979E1,1.362080684E1
9.016001385E0,2.872999907E0,8.427000046E0,1.049600029E1,1.376351991E1
9.026022847E0,2.948999882E0,8.350999832E0,1.053400040E1,1.376230224E1
9.035995232E0,3.063999891E0,8.274000168E0,1.049600029E1,1.371179041E1
9.046168770E0,3.256000042E0,8.197999954E0,1.064900017E1,1.382786839E1
9.056000462E0,3.486000061E0,8.121000290E0,1.099400043E1,1.410570408E1
9.065990155E0,3.714999914E0,7.967999935E0,1.137699986E1,1.437798223E1
9.076590001E0,3.868999958E0,7.853000164E0,1.172200012E1,1.463024467E1
9.086120693E0,3.983999968E0,7.699999809E0,1.195199966E1,1.476524801E1
9.095993232E0,4.059999943E0,7.507999897E0,1.202799988E1,1.474877768E1
9.106007462E0,4.175000191E0,7.355000019E0,1.202799988E1,1.470372174E1
9.117260078E0,4.289999962E0,7.202000141E0,1.206700039E1,1.469303931E1
9.126762539E0,4.405000210E0,7.047999859E0,1.210499954E1,1.468364201E1
9.136010309E0,4.481999874E0,6.894999981E0,1.222000027E1,1.472948587E1
9.146024770E0,4.558000088E0,6.742000103E0,1.237300014E1,1.480949232E1
9.155994924E0,4.558000088E0,6.626999855E0,1.248799992E1,1.485404436E1
9.165998770E0,4.481999874E0,6.473999977E0,1.241100025E1,1.469809259E1
9.176003693E0,4.367000103E0,6.359000206E0,1.218200016E1,1.441903955E1
9.185989770E0,4.328000069E0,6.282000065E0,1.195199966E1,1.417904811E1
9.195994309E0,4.367000103E0,6.243999958E0,1.172200012E1,1.398082659E1
9.206020001E0,4.442999840E0,6.204999924E0,1.156900024E1,1.385943860E1
9.216017616E0,4.481999874E0,6.204999924E0,1.156900024E1,1.387199025E1
9.225992078E0,4.558000088E0,6.204999924E0,1.160700035E1,1.392838275E1
9.235995539E0,4.635000229E0,6.204999924E0,1.172200012E1,1.404957430E1
9.245998385E0,4.672999859E0,6.166999817E0,1.172200012E1,1.404542991E1
9.256765693E0,4.672999859E0,6.166999817E0,1.164500046E1,1.398123207E1
9.265999847E0,4.750000000E0,6.129000187E0,1.149199963E1,1.386337617E1
9.276044232E0,4.750000000E0,6.052000046E0,1.133899975E1,1.370263186E1
9.286097001E0,4.788000107E0,5.975999832E0,1.122399998E1,1.358733581E1
9.296014462E0,4.788000107E0,5.899000168E0,1.122399998E1,1.355364613E1
9.306345693E0,4.826000214E0,5.822000027E0,1.130099964E1,1.359774081E1
9.316003078E0,4.864999771E0,5.745999813E0,1.141499996E1,1.367431756E1
9.326142539E0,4.864999771E0,5.631000042E0,1.156900024E1,1.375565887E1
9.336324155E0,4.864999771E0,5.478000164E0,1.164500046E1,1.375800655E1
9.345987616E0,4.788000107E0,5.323999882E0,1.164500046E1,1.367025806E1
9.356008847E0,4.597000122E0,5.132999897E0,1.156900024E1,1.346558074E1
9.366032924E0,4.328000069E0,4.902999878E0,1.145400047E1,1.318958374E1
9.376019847E0,4.021999836E0,4.672999859E0,1.130099964E1,1.287346120E1
9.386001385E0,3.638999939E0,4.405000210E0,1.103199959E1,1.242382237E1
9.396038309E0,3.256000042E0,4.175000191E0,1.068799973E1,1.192751026E1
9.406055232E0,2.911000013E0,3.944999933E0,1.030500031E1,1.141183495E1
9.416648847E0,2.565999985E0,3.677000046E0,9.807000160E0,1.078341029E1
9.426281539E0,2.259999990E0,3.447000027E0,9.347000122E0,1.021546966E1
9.435997232E0,1.952999949E0,3.217000008E0,8.848999977E0,9.616033405E0
9.445995001E0,1.646999955E0,2.948999882E0,8.427000046E0,9.078741043E0
9.456013616E0,1.340000033E0,2.719000101E0,8.043999672E0,8.596190573E0
9.466843385E0,1.149000049E0,2.490000010E0,7.737999916E0,8.209564170E0
9.475995539E0,1.034000039E0,2.259999990E0,7.469999790E0,7.872588704E0
9.486015001E0,9.959999919E-1,2.068000078E0,7.239999771E0,7.595145620E0
9.496831309E0,9.959999919E-1,1.914999962E0,7.086999893E0,7.408428195E0
9.505997155E0,1.034000039E0,1.761999965E0,6.972000122E0,7.265162466E0
9.515996309E0,1.149000049E0,1.646999955E0,6.894999981E0,7.181492512E0
9.525998770E0,1.302000046E0,1.531999946E0,6.894999981E0,7.182148195E0
9.536014847E0,1.455000043E0,1.378999949E0,6.933000088E0,7.217004656E0
9.546000693E0,1.646999955E0,1.264000058E0,6.933000088E0,7.237181441E0
9.556076232E0,1.799999952E0,1.110000014E0,6.894999981E0,7.212012521E0
9.566005001E0,1.991999984E0,9.570000172E-1,6.817999840E0,7.167219460E0
9.576092539E0,2.105999947E0,8.040000200E-1,6.703999996E0,7.072854286E0
9.585997078E0,2.144999981E0,6.890000105E-1,6.512000084E0,6.890710488E0
9.595998924E0,2.144999981E0,5.740000010E-1,6.166999817E0,6.554569983E0
9.605995770E0,2.144999981E0,5.360000134E-1,5.669000149E0,6.084889779E0
9.616012232E0,2.183000088E0,4.979999959E-1,5.209000111E0,5.669847928E0
9.626012693E0,2.259999990E0,4.210000038E-1,4.940999985E0,5.449616666E0
9.636005386E0,2.413000107E0,3.829999864E-1,4.902999878E0,5.478016640E0
9.645998616E0,2.719000101E0,3.440000117E-1,5.056000233E0,5.751037812E0
9.655994462E0,3.026000023E0,4.210000038E-1,5.362999916E0,6.172170221E0
9.666005001E0,3.293999910E0,4.979999959E-1,5.706999779E0,6.608198384E0
9.677177386E0,3.486000061E0,5.740000010E-1,5.936999798E0,6.908664055E0
9.687080539E0,3.638999939E0,6.890000105E-1,6.013999939E0,7.062948169E0
9.695995232E0,3.907000065E0,8.420000076E-1,6.091000080E0,7.285183285E0
9.706015770E0,4.212999821E0,9.959999919E-1,6.359000206E0,7.692741195E0
9.717980539E0,4.597000122E0,1.149000049E0,6.894999981E0,8.366219933E0
9.726002232E0,4.980000019E0,1.264000058E0,7.699999809E0,9.256786343E0
9.736118693E0,5.285999775E0,1.378999949E0,8.619000435E0,1.020444036E1
9.746034232E0,5.592999935E0,1.493999958E0,9.385000229E0,1.102687233E1
9.756001386E0,5.745999813E0,1.646999955E0,9.998000145E0,1.164856771E1
9.765999539E0,5.631000042E0,1.723000050E0,1.038099957E1,1.193490857E1
9.775995539E0,5.439000130E0,1.761999965E0,1.057299995E1,1.201980425E1
9.786028462E0,5.209000111E0,1.799999952E0,1.068799973E1,1.202526591E1
9.796020232E0,5.094999790E0,1.838000059E0,1.091699982E1,1.218680237E1
9.805989001E0,5.018000126E0,1.876999974E0,1.130099964E1,1.250664012E1
9.816006616E0,4.902999878E0,1.914999962E0,1.176000023E1,1.288426319E1
9.826023155E0,4.710999966E0,1.952999949E0,1.206700039E1,1.310039037E1
9.836067693E0,4.481999874E0,1.952999949E0,1.218200016E1,1.312644886E1
9.846005386E0,4.212999821E0,1.952999949E0,1.210499954E1,1.296512978E1
9.856012001E0,3.944999933E0,1.952999949E0,1.187500000E1,1.266463021E1
9.865989078E0,3.638999939E0,1.952999949E0,1.152999973E1,1.224734352E1
9.876012539E0,3.371000051E0,1.914999962E0,1.114700031E1,1.180196942E1
9.886001616E0,3.141000032E0,1.914999962E0,1.072599983E1,1.133932002E1
9.896144616E0,2.987999916E0,1.876999974E0,1.034300041E1,1.092835440E1
9.906003616E0,2.911000013E0,1.876999974E0,1.003600025E1,1.061688989E1
9.916195616E0,2.872999907E0,1.799999952E0,9.692000389E0,1.026786248E1
9.925999001E0,2.834000111E0,1.761999965E0,9.307999611E0,9.888127086E0
9.936001693E0,2.834000111E0,1.723000050E0,8.887000084E0,9.485729086E0
9.946010462E0,2.834000111E0,1.608000040E0,8.581000328E0,9.178822767E0
9.956520386E0,2.834000111E0,1.531999946E0,8.427000046E0,9.021801939E0
9.966180155E0,2.834000111E0,1.417000055E0,8.427000046E0,9.002987035E0
9.977074155E0,2.872999907E0,1.302000046E0,8.541999817E0,9.105772535E0
9.985997770E0,2.948999882E0,1.264000058E0,8.772000313E0,9.340357913E0
9.996506232E0,3.101999998E0,1.225000024E0,9.079000473E0,9.672190995E0
1.000599154E1,3.293999910E0,1.225000024E0,9.423000336E0,1.005703713E1
1.001706316E1,3.562000036E0,1.302000046E0,9.767999649E0,1.047839995E1
