"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.113270191E0,-4.944177628E0,4.254626274E0,2.315263748E0,6.921501526E0
2.115272191E0,-4.877137661E0,4.261809349E0,2.370332003E0,6.896953276E0
2.117274191E0,-4.841223717E0,4.249837875E0,2.413429022E0,6.879186630E0
2.119276191E0,-4.786155224E0,4.257020473E0,2.530748367E0,6.887248539E0
2.121272691E0,-4.711932659E0,4.247443676E0,2.652856588E0,6.876098839E0
2.123274691E0,-4.690384388E0,4.237866402E0,2.719896078E0,6.881646026E0
2.125276191E0,-4.719115734E0,4.259414673E0,2.995237827E0,7.027383319E0
2.127278191E0,-4.831646442E0,4.182797909E0,3.162837029E0,7.130507959E0
2.129280191E0,-4.872349262E0,4.146883965E0,3.193962574E0,7.151072009E0
2.131282191E0,-4.673624516E0,4.142095566E0,3.325647593E0,7.075284708E0
2.133283460E0,-4.508419514E0,4.115758419E0,3.459727049E0,7.016767427E0
2.135285460E0,-4.455745220E0,4.115758419E0,3.488458395E0,6.997319116E0
2.137287460E0,-4.458139896E0,4.110970020E0,3.560286522E0,7.032121014E0
2.139289460E0,-4.539545059E0,4.041535854E0,3.775771379E0,7.155272945E0
2.141291460E0,-4.604190350E0,4.005621910E0,3.921822071E0,7.254258337E0
2.143293460E0,-4.711932659E0,3.878725290E0,4.168432236E0,7.390713536E0
2.145295460E0,-4.673624516E0,3.723097324E0,4.494053841E0,7.476679726E0
2.147297460E0,-4.599401951E0,3.644086361E0,4.664047241E0,7.495812189E0
2.149299460E0,-4.405465603E0,3.399870157E0,5.097411156E0,7.546578347E0
2.151301460E0,-4.230683804E0,3.088614464E0,5.547534943E0,7.629768587E0
2.153303460E0,-4.149278164E0,2.937775135E0,5.753442287E0,7.677833691E0
2.155305460E0,-4.015198708E0,2.607365370E0,6.143709183E0,7.788795629E0
2.157307460E0,-3.902667999E0,2.303292274E0,6.533976078E0,7.951654935E0
2.159309460E0,-3.859570980E0,2.162030220E0,6.680026531E0,8.012079460E0
2.161311460E0,-3.861965179E0,1.936968327E0,6.929031372E0,8.165665748E0
2.163313460E0,-3.936187744E0,1.728666425E0,7.113390446E0,8.311569358E0
2.165307422E0,-4.005621910E0,1.635289669E0,7.192401409E0,8.393438939E0
2.167309422E0,-4.178009510E0,1.496421814E0,7.319298267E0,8.559624340E0
2.169311191E0,-4.343214512E0,1.345582485E0,7.407886028E0,8.692000916E0
2.171313191E0,-4.388705730E0,1.261782765E0,7.467742920E0,8.753286129E0
2.173315191E0,-4.525179386E0,1.158828974E0,7.601822376E0,8.922322372E0
2.175312037E0,-4.589824677E0,1.089395046E0,7.798152924E0,9.113970658E0
2.177314037E0,-4.613767624E0,1.079817891E0,7.913078308E0,9.223321889E0
2.179316037E0,-4.625739098E0,1.087000728E0,8.221940041E0,9.496279841E0
2.181318037E0,-4.637710094E0,1.144463301E0,8.595446587E0,9.833608350E0
2.183320037E0,-4.637710094E0,1.199531674E0,8.801354408E0,1.002053245E1
2.185322037E0,-4.630527496E0,1.324033976E0,9.251478195E0,1.042999040E1
2.187324037E0,-4.606584549E0,1.496421814E0,9.715967178E0,1.085633076E1
2.189326037E0,-4.599401951E0,1.616135478E0,9.881172180E0,1.101834633E1
2.191328037E0,-4.539545059E0,1.879505754E0,1.033847904E1,1.144657853E1
2.193309575E0,-4.582642078E0,2.145270348E0,1.075987053E1,1.189023158E1
2.195311575E0,-4.568276405E0,2.284138203E0,1.096577835E1,1.209688933E1
2.197313575E0,-4.448562622E0,2.628913641E0,1.132252598E1,1.244590257E1
2.199315575E0,-4.223500729E0,2.940169573E0,1.166969585E1,1.275399376E1
2.201317575E0,-4.108575344E0,3.095797300E0,1.185166073E1,1.291999281E1
2.203319575E0,-3.802108288E0,3.368744612E0,1.220122433E1,1.321644214E1
2.205321575E0,-3.428601503E0,3.617749214E0,1.255797100E1,1.351096049E1
2.207323575E0,-3.225088120E0,3.727885962E0,1.275430202E1,1.367371739E1
2.209325575E0,-2.743839025E0,3.890696526E0,1.320681953E1,1.403874119E1
2.211327575E0,-2.248224020E0,4.019987583E0,1.368088627E1,1.443542381E1
2.213329575E0,-1.984853864E0,4.089421272E0,1.393707371E1,1.465963965E1
2.215331575E0,-1.479661822E0,4.216318130E0,1.449015141E1,1.516348329E1
2.217333575E0,-9.505270720E-1,4.371945858E0,1.505759430E1,1.570823219E1
2.219335575E0,-7.039167881E-1,4.450956821E0,1.535208988E1,1.599978685E1
2.221337575E0,-2.777358890E-1,4.580247879E0,1.589080143E1,1.654005375E1
2.223339575E0,7.901106775E-2,4.676018715E0,1.636008072E1,1.701539406E1
2.225341575E0,1.173194647E-1,4.683201313E0,1.661866188E1,1.726632738E1
2.227343575E0,2.466102988E-1,4.659258842E0,1.716455650E1,1.778739749E1
2.229345575E0,3.663240373E-1,4.671230316E0,1.764101601E1,1.825267191E1
2.231324422E0,4.357580245E-1,4.697566986E0,1.784213638E1,1.845532041E1
2.233326422E0,6.368771195E-1,4.750241280E0,1.822761345E1,1.884718273E1
2.235328422E0,7.757450342E-1,4.824463844E0,1.851492691E1,1.914888379E1
2.237330422E0,7.757450342E-1,4.855589390E0,1.859154320E1,1.923080880E1
2.239332422E0,6.871568561E-1,4.893897533E0,1.859872627E1,1.924409095E1
2.241334422E0,4.908263385E-1,4.865166187E0,1.853408051E1,1.916827829E1
2.243336422E0,3.471698463E-1,4.857983589E0,1.836887550E1,1.900358173E1
2.245338422E0,1.436564922E-1,4.831646442E0,1.817733383E1,1.880906456E1
2.247340422E0,7.182824425E-3,4.824463844E0,1.802410126E1,1.865861005E1
2.249342422E0,-7.661679387E-2,4.798126698E0,1.792832947E1,1.855944200E1
2.251344422E0,-2.154847383E-1,4.778972626E0,1.780861664E1,1.843995227E1
2.253346422E0,-3.399870098E-1,4.728692532E0,1.764101601E1,1.826695295E1
2.255348422E0,-3.735068738E-1,4.697566986E0,1.757158279E1,1.819250299E1
2.257350422E0,-4.285751879E-1,4.632921696E0,1.744229126E1,1.805217894E1
2.259352422E0,-4.620950520E-1,4.553910732E0,1.734412766E1,1.793795972E1
2.261354422E0,-4.525179267E-1,4.503631115E0,1.731778908E1,1.789953307E1
2.263356422E0,-4.501236677E-1,4.443774223E0,1.730342484E1,1.787059741E1
2.265358422E0,-5.075862408E-1,4.410254002E0,1.731300163E1,1.787310856E1
2.267344652E0,-5.458946824E-1,4.405465603E0,1.731060600E1,1.787073609E1
2.269346652E0,-6.129343510E-1,4.391099930E0,1.732018471E1,1.787865334E1
2.271348652E0,-6.536370516E-1,4.400677204E0,1.732497215E1,1.788708644E1
2.273350652E0,-7.182824612E-1,4.434196949E0,1.730821228E1,1.788161751E1
2.275352652E0,-7.877163887E-1,4.450956821E0,1.728426933E1,1.786553890E1
2.277354652E0,-7.948992252E-1,4.458139896E0,1.726032639E1,1.784448775E1
2.279356652E0,-8.116591573E-1,4.458139896E0,1.721004677E1,1.779661517E1
2.281358652E0,-8.068706393E-1,4.443774223E0,1.711427689E1,1.770018765E1
2.283360652E0,-8.020820618E-1,4.438985348E0,1.707117844E1,1.765709658E1
2.285362652E0,-7.374366522E-1,4.434196949E0,1.693231201E1,1.751882146E1
2.287364652E0,-6.105400920E-1,4.407859802E0,1.678865433E1,1.736838799E1
2.289366652E0,-5.554717779E-1,4.412648678E0,1.669767189E1,1.727982245E1
2.291368652E0,-4.261809289E-1,4.422225475E0,1.648937035E1,1.707738396E1
2.293370652E0,-2.513988614E-1,4.398283005E0,1.624275970E1,1.682959707E1
2.295372652E0,-1.675992310E-1,4.393494129E0,1.609192085E1,1.668175041E1
2.297374652E0,2.394274808E-2,4.379128456E0,1.581657982E1,1.641162809E1
2.299376652E0,1.604164094E-1,4.383917332E0,1.547898674E1,1.608861383E1
2.301378652E0,2.633702159E-1,4.395888329E0,1.529462719E1,1.591599255E1
2.303380652E0,4.309694767E-1,4.398283005E0,1.491154385E1,1.555264505E1
2.305382652E0,5.698373914E-1,4.359974384E0,1.453803635E1,1.518843613E1
2.307384652E0,6.512427330E-1,4.364762783E0,1.434170628E1,1.500532606E1
2.309386652E0,7.685621977E-1,4.350397110E0,1.393946838E1,1.462277066E1
2.311388652E0,9.026415944E-1,4.333637238E0,1.357793236E1,1.428129618E1
2.313390652E0,9.672870040E-1,4.328848839E0,1.341991043E1,1.413395105E1
2.315392652E0,1.063058019E0,4.326454639E0,1.311823177E1,1.385410795E1
2.317394652E0,1.156434774E0,4.352791786E0,1.285725594E1,1.362325834E1
2.319396652E0,1.185166001E0,4.367157459E0,1.275669575E1,1.353550772E1
2.321398652E0,1.235445857E0,4.400677204E0,1.259628010E1,1.339994622E1
2.323400652E0,1.256994247E0,4.412648678E0,1.249332619E1,1.330919615E1
2.325402652E0,1.266571403E0,4.448562622E0,1.246459484E1,1.329511328E1
2.327404652E0,1.249811411E0,4.484476566E0,1.245501709E1,1.329661646E1
2.329406652E0,1.180377483E0,4.508419514E0,1.247656631E1,1.331855264E1
2.331408652E0,1.137280583E0,4.501236439E0,1.250769138E1,1.334154715E1
2.333410652E0,1.077423692E0,4.520390987E0,1.258430862E1,1.341490216E1
2.335412652E0,1.024749637E0,4.529967785E0,1.266571331E1,1.349040450E1
2.337414652E0,9.936240315E-1,4.532361984E0,1.269923401E1,1.352036014E1
2.339416652E0,9.146129489E-1,4.534756660E0,1.280458164E1,1.361461883E1
2.341418652E0,8.715160489E-1,4.517996788E0,1.285246754E1,1.365129140E1
2.343420652E0,8.571503758E-1,4.489265442E0,1.287880421E1,1.366571655E1
2.345422652E0,7.948992252E-1,4.494053841E0,1.290035248E1,1.368384006E1
2.347424652E0,7.302538157E-1,4.472505569E0,1.288598728E1,1.365962097E1
2.349426652E0,7.134938836E-1,4.455745220E0,1.284049606E1,1.361032983E1
2.351428652E0,6.273000240E-1,4.429408550E0,1.279021645E1,1.355001115E1
2.353428844E0,5.818088055E-1,4.383917332E0,1.272557068E1,1.347209641E1
2.355430844E0,5.411061049E-1,4.369551659E0,1.267768478E1,1.342048691E1
2.357432844E0,4.860377908E-1,4.343214512E0,1.256276035E1,1.330122899E1
2.359434844E0,4.213923812E-1,4.288146019E0,1.239755535E1,1.312498177E1
2.361436844E0,4.046324492E-1,4.261809349E0,1.232093811E1,1.304347585E1
2.363438844E0,3.735068738E-1,4.218712330E0,1.213657856E1,1.285432146E1
2.365440844E0,3.280156553E-1,4.122941017E0,1.194264317E1,1.263855066E1
2.367442844E0,3.136500120E-1,4.091815472E0,1.183250618E1,1.252395835E1
2.369444844E0,2.729473412E-1,4.000833035E0,1.158110714E1,1.225574183E1
2.371446844E0,2.202732861E-1,3.914639235E0,1.131773663E1,1.197764931E1
2.373447344E0,2.011190802E-1,3.885908127E0,1.119323444E1,1.185028389E1
2.375439960E0,1.388679445E-1,3.821262598E0,1.094183540E1,1.159073312E1
2.377441960E0,9.816526622E-2,3.756617069E0,1.069761944E1,1.133846859E1
2.379443960E0,9.816526622E-2,3.735068798E0,1.058508873E1,1.122517166E1
2.381445960E0,1.436564885E-2,3.706337452E0,1.035044956E1,1.099404156E1
2.383447960E0,-6.225114316E-2,3.694365978E0,1.012299347E1,1.077623366E1
2.385449960E0,-1.029538140E-1,3.711125851E0,1.002004051E1,1.068570383E1
2.387451960E0,-1.987248063E-1,3.727885962E0,9.830892563E0,1.051584870E1
2.389453960E0,-2.992843390E-1,3.754222870E0,9.648927689E0,1.035787459E1
2.391452998E0,-3.328042030E-1,3.770982742E0,9.545973778E0,1.026921053E1
2.393454998E0,-3.878725171E-1,3.806896925E0,9.316123009E0,1.007139798E1
2.395456998E0,-4.644893110E-1,3.845205307E0,9.088666916E0,9.879535439E0
2.397458998E0,-5.219519138E-1,3.866753817E0,8.964164734E0,9.776526390E0
2.399460998E0,-5.985686779E-1,3.905062199E0,8.727131844E0,9.579698610E0
2.401461998E0,-6.751855016E-1,3.950553417E0,8.497281075E0,9.395027058E0
2.403463998E0,-7.063110471E-1,3.950553417E0,8.377567291E0,9.289207787E0
2.405463729E0,-7.805336118E-1,3.976890564E0,8.142929077E0,9.095723458E0
2.407464383E0,-8.379961848E-1,4.017592907E0,8.025609016E0,9.014082896E0
2.409466383E0,-8.834874034E-1,4.041535854E0,7.778998852E0,8.810640453E0
2.411468383E0,-9.289786220E-1,4.051113129E0,7.525205612E0,8.596699272E0
2.413452883E0,-9.457385540E-1,4.065478802E0,7.393520832E0,8.490388071E0
2.415454883E0,-9.840469360E-1,4.075055599E0,7.139727592E0,8.279500988E0
2.417456883E0,-1.019961119E0,4.091815472E0,6.869174480E0,8.060324595E0
2.419458883E0,-1.027143836E0,4.110970020E0,6.737489223E0,7.959199709E0
2.421460883E0,-1.055875182E0,4.125335693E0,6.471724987E0,7.747031128E0
2.423462883E0,-1.122914910E0,4.125335693E0,6.201171875E0,7.532188600E0
2.425464883E0,-1.137280583E0,4.122941017E0,6.074275017E0,7.428920967E0
2.427466883E0,-1.170800328E0,4.132518291E0,5.813299179E0,7.227926963E0
2.429468883E0,-1.206714511E0,4.130124092E0,5.561900616E0,7.031985736E0
2.431470883E0,-1.285725594E0,4.132518291E0,5.303318501E0,6.845143158E0
2.433472883E0,-1.307274103E0,4.134912491E0,5.183605194E0,6.758419171E0
2.435474883E0,-1.328822494E0,4.137306690E0,4.948966026E0,6.585995794E0
2.437476883E0,-1.379102230E0,4.158855438E0,4.850800991E0,6.536686605E0
2.439478883E0,-1.388679385E0,4.151672363E0,4.647287369E0,6.384519852E0
2.441480883E0,-1.472478986E0,4.204346657E0,4.484476566E0,6.321016947E0
2.443482883E0,-1.498816013E0,4.213923454E0,4.388705730E0,6.266126260E0
2.445484883E0,-1.553884387E0,4.242654800E0,4.225894928E0,6.186506638E0
2.447486883E0,-1.616135478E0,4.254626274E0,4.065478802E0,6.102610630E0
2.449488883E0,-1.647261024E0,4.259414673E0,4.010410309E0,6.077785212E0
2.451490883E0,-1.740637779E0,4.292934895E0,3.893090725E0,6.051054890E0
2.453492883E0,-1.800494671E0,4.314483166E0,3.759011507E0,5.998892694E0
2.455494883E0,-1.834014535E0,4.319271564E0,3.720703125E0,5.988601498E0
2.457496883E0,-1.896265626E0,4.338426113E0,3.612960577E0,5.955774391E0
2.459498883E0,-1.963305354E0,4.362368584E0,3.510006905E0,5.933378131E0
2.461500883E0,-1.996825218E0,4.379128456E0,3.474092722E0,5.935772673E0
2.463502883E0,-2.035133600E0,4.434196949E0,3.423812866E0,5.960399810E0
2.465504883E0,-2.102173328E0,4.465322495E0,3.397475958E0,5.991751043E0
2.467506883E0,-2.147664547E0,4.496448040E0,3.402264595E0,6.033731214E0
2.469508883E0,-2.262589693E0,4.573064804E0,3.397475958E0,6.129851279E0
2.471510883E0,-2.411034822E0,4.659258842E0,3.457332850E0,6.282907950E0
2.473512883E0,-2.502017260E0,4.752635479E0,3.493247032E0,6.407059325E0
2.475514883E0,-2.688770533E0,4.810098171E0,3.596200705E0,6.580212071E0
2.477516883E0,-2.868341208E0,4.896292210E0,3.713520288E0,6.781687962E0
2.479518883E0,-2.961717844E0,4.939388752E0,3.782954216E0,6.890578817E0
2.481517498E0,-3.136499882E0,5.004034519E0,3.936187744E0,7.097292930E0
2.483519498E0,-3.275367975E0,5.061496735E0,4.101392746E0,7.291653244E0
2.485521498E0,-3.344801903E0,5.080651283E0,4.170826912E0,7.375399268E0
2.487523498E0,-3.423812866E0,5.085439682E0,4.309694767E0,7.493841491E0
2.489525498E0,-3.478881359E0,5.097411156E0,4.405465603E0,7.582502435E0
2.491527498E0,-3.510006905E0,5.095016956E0,4.448562622E0,7.620305483E0
2.493529498E0,-3.512401104E0,5.054314137E0,4.482082367E0,7.613942162E0
2.495530998E0,-3.481275558E0,4.994457245E0,4.482082367E0,7.559956682E0
2.497532383E0,-3.459727049E0,4.963331699E0,4.465322495E0,7.519539733E0
2.499533537E0,-3.404658794E0,4.855589390E0,4.359974384E0,7.360558842E0
2.501534306E0,-3.316070557E0,4.726298332E0,4.163643837E0,7.118296837E0
2.503532537E0,-3.251425266E0,4.635315895E0,4.046324253E0,6.959214012E0
2.505534537E0,-3.148471355E0,4.470110893E0,3.730280161E0,6.618893665E0
2.507536537E0,-3.031152010E0,4.259414673E0,3.404658794E0,6.238765693E0
2.509538537E0,-2.983266354E0,4.175615311E0,3.181991339E0,6.038270468E0
2.511540537E0,-2.873129845E0,3.974496126E0,2.808484316E0,5.651466952E0
2.513542537E0,-2.808484316E0,3.794925690E0,2.425400496E0,5.307693728E0
2.515538537E0,-2.767781734E0,3.730280161E0,2.243435383E0,5.158353238E0
2.517540537E0,-2.736656189E0,3.617749214E0,1.865140080E0,4.904706311E0
2.519542537E0,-2.715107679E0,3.555498123E0,1.534730196E0,4.729563763E0
2.521544537E0,-2.729473352E0,3.538738251E0,1.393467903E0,4.681286787E0
2.523546537E0,-2.774964571E0,3.524372578E0,1.166011810E0,4.634783056E0
2.525548537E0,-2.834821463E0,3.591412306E0,9.624984860E-1,4.675559690E0
2.527550537E0,-2.856369734E0,3.636903524E0,8.906702399E-1,4.709480733E0
2.529552537E0,-2.968900681E0,3.744645834E0,7.829278708E-1,4.842491066E0
2.531554421E0,-3.079037428E0,3.852388144E0,7.182824612E-1,4.983702999E0
2.533556421E0,-3.129317284E0,3.931399345E0,6.991282701E-1,5.073195030E0
2.535558421E0,-3.261002302E0,4.053507328E0,6.991282701E-1,5.249174984E0
2.537555652E0,-3.361561775E0,4.225894928E0,7.206767201E-1,5.447720665E0
2.539557652E0,-3.421418667E0,4.295329094E0,7.326480746E-1,5.540102068E0
2.541556344E0,-3.507612705E0,4.446168423E0,7.877163887E-1,5.717714372E0
2.543558344E0,-3.596200705E0,4.589824677E0,8.308133483E-1,5.889770869E0
2.545560344E0,-3.629720688E0,4.656864643E0,8.571503758E-1,5.966235609E0
2.547562344E0,-3.663240433E0,4.793338299E0,8.691217303E-1,6.095145207E0
2.549564344E0,-3.670423269E0,4.874743462E0,8.332076073E-1,6.158682141E0
2.551566344E0,-3.644086361E0,4.901080608E0,8.332076073E-1,6.163942850E0
2.553568344E0,-3.521978140E0,4.968120098E0,7.996878028E-1,6.142153361E0
2.555570344E0,-3.347196102E0,5.011217117E0,8.164477348E-1,6.081332555E0
2.557572344E0,-3.241847992E0,5.025582790E0,8.308133483E-1,6.037906227E0
2.559574344E0,-3.057488918E0,5.035160065E0,8.308133483E-1,5.949060950E0
2.561576344E0,-2.853975534E0,5.035160065E0,8.475732803E-1,5.849478070E0
2.563578344E0,-2.758204460E0,5.039948463E0,8.619389534E-1,5.809622287E0
2.565580344E0,-2.535537004E0,5.013611317E0,8.547561169E-1,5.682944163E0
2.567582344E0,-2.312869549E0,5.023188591E0,8.523618579E-1,5.595382910E0
2.569583537E0,-2.195549965E0,5.011217117E0,8.451790214E-1,5.535979066E0
2.571585537E0,-1.927391171E0,4.999245644E0,8.475732803E-1,5.424543686E0
2.573582383E0,-1.812466025E0,4.972908974E0,8.427847624E-1,5.359584210E0
2.575584383E0,-1.541913033E0,4.980091572E0,8.451790214E-1,5.281395217E0
2.577586383E0,-1.268965602E0,4.992063046E0,8.547561169E-1,5.221261837E0
2.579588383E0,-1.134886265E0,4.999245644E0,8.571503758E-1,5.197608162E0
2.581583537E0,-9.074301720E-1,4.987274647E0,8.715160489E-1,5.143527792E0
2.583585537E0,-6.560313106E-1,5.025582790E0,9.074301720E-1,5.148814328E0
2.585587537E0,-5.650488734E-1,4.996851444E0,9.361614585E-1,5.115095587E0
2.587589537E0,-3.806896806E-1,5.023188591E0,1.003201127E0,5.136512509E0
2.589591537E0,-1.915419847E-1,5.008822918E0,1.110943556E0,5.134120269E0
2.591593537E0,0.000000000E0,5.008822918E0,1.177983165E0,5.145478730E0
2.593595537E0,7.661679387E-2,4.977697372E0,1.357553840E0,5.160067218E0
2.595597537E0,1.795706153E-1,4.939388752E0,1.596981287E0,5.194242590E0
2.597599537E0,2.944957912E-1,4.905869007E0,1.740637779E0,5.213837202E0
2.599601537E0,4.740664065E-1,4.788549423E0,2.066259146E0,5.236828372E0
2.601599960E0,6.584255695E-1,4.664047241E0,2.513988495E0,5.339194607E0
2.603601960E0,7.541965842E-1,4.601796150E0,2.751021862E0,5.414190760E0
2.605603614E0,9.409499764E-1,4.489265442E0,3.287339211E0,5.643180854E0
2.607605614E0,1.065452337E0,4.362368584E0,3.890696526E0,5.941630062E0
2.609607614E0,1.108549237E0,4.312088966E0,4.221106529E0,6.135204397E0
2.611609614E0,1.189954638E0,4.189980984E0,4.917840481E0,6.569405428E0
2.613611614E0,1.221080184E0,4.110970020E0,5.667248249E0,7.106955328E0
2.615613614E0,1.213897347E0,4.079844475E0,6.071880817E0,7.415282488E0
2.617613921E0,1.185166001E0,4.027170181E0,6.974522591E0,8.140435092E0
2.619615921E0,1.127703428E0,3.976890564E0,7.908289909E0,8.923475941E0
2.621616575E0,1.079817891E0,3.952947617E0,8.427846909E0,9.371254188E0
2.623618575E0,1.024749637E0,3.969707727E0,9.474145889E0,1.032318418E1
2.625616921E0,1.005595446E0,3.972101927E0,1.039354706E1,1.117204710E1
2.627613267E0,1.031932473E0,3.957736254E0,1.087000751E1,1.161402705E1
2.629615267E0,1.091789365E0,3.986467600E0,1.182532310E1,1.252685892E1
2.631617267E0,1.053480864E0,4.031958580E0,1.278063869E1,1.344288798E1
2.633619267E0,9.960182905E-1,4.058295727E0,1.325709915E1,1.390008973E1
2.635621267E0,8.356019258E-1,4.139701366E0,1.422199249E1,1.483578203E1
2.637621614E0,6.608198285E-1,4.199557781E0,1.516773129E1,1.575223923E1
2.639619652E0,5.842030644E-1,4.221106529E0,1.563940334E1,1.620956417E1
2.641620421E0,5.770202279E-1,4.348002911E0,1.657077599E1,1.714143222E1
2.643622421E0,5.458946824E-1,4.417437077E0,1.756918907E1,1.812424222E1
2.645624421E0,5.171633363E-1,4.448562622E0,1.809832382E1,1.864420801E1
2.647626421E0,3.782954216E-1,4.498842239E0,1.901533127E1,1.954393799E1
2.649628421E0,3.160442710E-1,4.585036278E0,1.964023590E1,2.017080335E1
2.651628844E0,3.136500120E-1,4.640104771E0,1.990839577E1,2.044439216E1
2.653630844E0,3.160442710E-1,4.728692532E0,2.041837502E1,2.096116541E1
2.655632844E0,2.537931204E-1,4.857983589E0,2.079906464E1,2.136037231E1
2.657634844E0,1.867534369E-1,4.903474808E0,2.092835617E1,2.149593064E1
2.659636844E0,5.985686928E-2,4.989668846E0,2.106243515E1,2.164547418E1
2.661638844E0,-2.370332032E-1,5.083045483E0,2.099060631E1,2.159858998E1
2.663640844E0,-3.687183261E-1,5.109382629E0,2.093553925E1,2.155315632E1
2.665642844E0,-6.656084061E-1,5.171633720E0,2.078230476E1,2.142645610E1
2.667644844E0,-9.313728809E-1,5.207547665E0,2.060752296E1,2.127571411E1
2.669646844E0,-1.070240855E0,5.212336063E0,2.051175308E1,2.119070261E1
2.671648844E0,-1.285725594E0,5.200365067E0,2.033457565E1,2.102835833E1
2.673650844E0,-1.431776285E0,5.162056446E0,2.015500450E1,2.085476004E1
2.675652844E0,-1.482056141E0,5.128536701E0,2.004965782E1,2.074818445E1
2.677654844E0,-1.616135478E0,5.056708336E0,1.987248039E1,2.056933810E1
2.679656844E0,-1.664021015E0,4.996851444E0,1.973121834E1,2.042200939E1
2.681651960E0,-1.685569525E0,4.987274647E0,1.966178513E1,2.035435696E1
2.683653960E0,-1.711906433E0,4.968120098E0,1.963544846E1,2.032642804E1
2.685641960E0,-1.838803053E0,4.958543301E0,1.941756821E1,2.012486779E1
2.687643960E0,-1.910631299E0,4.941783428E0,1.929785538E1,2.001197036E1
2.689645960E0,-1.992036581E0,4.913052082E0,1.905124474E1,1.977514138E1
2.691639921E0,-2.102173328E0,4.877137661E0,1.879026794E1,1.952638661E1
2.693641921E0,-2.128510237E0,4.853195190E0,1.868252563E1,1.941959895E1
2.695643921E0,-2.183578730E0,4.788549423E0,1.845985794E1,1.919543114E1
2.697645921E0,-2.185972929E0,4.726298332E0,1.827549934E1,1.900290109E1
2.699647921E0,-2.188367128E0,4.680807114E0,1.820606613E1,1.892510898E1
2.701649921E0,-2.130904675E0,4.604190350E0,1.806480408E1,1.876370086E1
2.703651921E0,-2.047105074E0,4.510813713E0,1.796663857E1,1.863701105E1
2.705653921E0,-2.001613855E0,4.458139896E0,1.791635895E1,1.857087470E1
2.707655921E0,-1.929785490E0,4.393494129E0,1.778227806E1,1.841836789E1
2.709657921E0,-1.831620216E0,4.326454639E0,1.762665176E1,1.824203648E1
2.711659921E0,-1.793311834E0,4.290540695E0,1.753087997E1,1.813715687E1
2.713661921E0,-1.723877907E0,4.254626274E0,1.731060600E1,1.790895530E1
2.715663921E0,-1.625712633E0,4.213923454E0,1.702568817E1,1.761460048E1
2.717665921E0,-1.589798450E0,4.182797909E0,1.687963676E1,1.746268578E1
2.719667921E0,-1.508393168E0,4.170826912E0,1.651091957E1,1.709624263E1
2.721669921E0,-1.429382086E0,4.144489765E0,1.632177162E1,1.690030051E1
2.723671921E0,-1.403045058E0,4.122941017E0,1.589798450E1,1.648372195E1
2.725673921E0,-1.331216812E0,4.115758419E0,1.543349552E1,1.602823726E1
2.727675921E0,-1.307274103E0,4.084632874E0,1.517491341E1,1.576931160E1
2.729677921E0,-1.237840056E0,4.053507328E0,1.470324135E1,1.530191085E1
2.731679921E0,-1.168406129E0,4.024775982E0,1.421002102E1,1.481515076E1
2.733681921E0,-1.091789365E0,3.967313290E0,1.371201229E1,1.431610491E1
2.735683921E0,-1.046298146E0,3.948159218E0,1.345821857E1,1.406436448E1
2.737685921E0,-9.481328130E-1,3.912245035E0,1.294823837E1,1.355955361E1
2.739687921E0,-9.050358534E-1,3.883513689E0,1.269683933E1,1.330828680E1
2.741689921E0,-8.308133483E-1,3.828445435E0,1.223474407E1,1.284664189E1
2.743691921E0,-7.422251701E-1,3.782954216E0,1.177025509E1,1.238549739E1
2.745693921E0,-6.871568561E-1,3.780560017E0,1.155237579E1,1.217465421E1
2.747695921E0,-5.937801600E-1,3.759011507E0,1.115971470E1,1.179075801E1
2.749697921E0,-5.482889414E-1,3.749434233E0,1.077184200E1,1.141890791E1
2.751699921E0,-5.339232683E-1,3.747040033E0,1.057790565E1,1.123465492E1
2.753701921E0,-5.099805593E-1,3.747040033E0,1.025467873E1,1.092972209E1
2.755703921E0,-4.884320498E-1,3.802108288E0,9.938634872E0,1.065227940E1
2.757705921E0,-4.716721475E-1,3.838022470E0,9.828497887E0,1.056183042E1
2.759707921E0,-5.027977228E-1,3.888302326E0,9.531607628E0,1.030646615E1
2.761709921E0,-5.171633363E-1,3.945764780E0,9.251478195E0,1.007106580E1
2.763711921E0,-5.195576549E-1,3.964919090E0,9.103033066E0,9.942622116E0
2.765713921E0,-5.219519138E-1,4.010410309E0,8.810931206E0,9.694758035E0
2.767713383E0,-5.291347504E-1,4.041535854E0,8.540378571E0,9.463195114E0
2.769715383E0,-5.243461728E-1,4.063084126E0,8.403904915E0,9.349289242E0
2.771717383E0,-5.147690773E-1,4.118152618E0,8.157294273E0,9.152355875E0
2.773718383E0,-5.315290093E-1,4.149278164E0,7.927443981E0,8.963448022E0
2.775720383E0,-5.243461728E-1,4.170826912E0,7.826884270E0,8.884303766E0
2.777722383E0,-5.458946824E-1,4.225894928E0,7.623371124E0,8.733382864E0
2.779724383E0,-5.746259689E-1,4.261809349E0,7.446194649E0,8.598780651E0
2.781718883E0,-5.722316504E-1,4.295329094E0,7.360000610E0,8.540896327E0
2.783720344E0,-6.009629965E-1,4.350397110E0,7.194795609E0,8.429246430E0
2.785722344E0,-6.368771195E-1,4.429408550E0,7.017619610E0,8.322995708E0
