"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.500871612E0,-9.804554939E0,1.436564922E0,5.801327705E0,1.148252670E1
4.502870766E0,-9.768641472E0,1.326428294E0,5.935407162E0,1.150716413E1
4.504872766E0,-9.768641472E0,1.276148438E0,6.088640690E0,1.158129770E1
4.506874766E0,-9.794978142E0,1.254600048E0,6.155680656E0,1.163649528E1
4.508876766E0,-9.902720451E0,1.218685865E0,6.268211365E0,1.178301919E1
4.510878766E0,-1.004637718E1,1.266571403E0,6.340039730E0,1.194696620E1
4.512880766E0,-1.010383987E1,1.307274103E0,6.356799603E0,1.200855724E1
4.514882766E0,-1.026186180E1,1.376708031E0,6.383136749E0,1.216328769E1
4.516884766E0,-1.038875866E1,1.472478986E0,6.395108223E0,1.228787655E1
4.518886766E0,-1.046537495E1,1.517970204E0,6.387925148E0,1.235450906E1
4.520888766E0,-1.059227180E1,1.616135478E0,6.380742550E0,1.247084566E1
4.522890766E0,-1.068085957E1,1.707117915E0,6.332856655E0,1.253395732E1
4.524892766E0,-1.074311066E1,1.764580488E0,6.325674057E0,1.259135907E1
4.526894766E0,-1.085324764E1,1.834014535E0,6.270605564E0,1.266795516E1
4.528890535E0,-1.093704700E1,1.905842781E0,6.244268894E0,1.273743019E1
4.530892535E0,-1.096577835E1,1.934574008E0,6.225114346E0,1.275707333E1
4.532894535E0,-1.102563572E1,1.992036581E0,6.201171875E0,1.280575595E1
4.534896535E0,-1.105676079E1,2.013585091E0,6.155680656E0,1.281401141E1
4.536898535E0,-1.106394386E1,2.030344963E0,6.122160912E0,1.280679541E1
4.538898804E0,-1.106154919E1,2.039922237E0,6.055120945E0,1.277433532E1
4.540900804E0,-1.105676079E1,2.037527800E0,5.978504181E0,1.273365583E1
4.542901651E0,-1.104718399E1,2.030344963E0,5.940196037E0,1.270623877E1
4.544903651E0,-1.104957867E1,2.039922237E0,5.846818924E0,1.266648187E1
4.546905651E0,-1.103760719E1,2.056682110E0,5.736682415E0,1.260826074E1
4.548907651E0,-1.103760719E1,2.061470509E0,5.681613922E0,1.258408399E1
4.550909651E0,-1.100887585E1,2.090201855E0,5.590631485E0,1.252275735E1
4.552911266E0,-1.096577835E1,2.116539001E0,5.492466450E0,1.244569082E1
4.554907304E0,-1.096338463E1,2.150058746E0,5.451763630E0,1.243142316E1
4.556909304E0,-1.091789341E1,2.195549965E0,5.346415520E0,1.235333943E1
4.558909035E0,-1.085564232E1,2.238646984E0,5.245856285E0,1.226276962E1
4.560911035E0,-1.083409309E1,2.276955366E0,5.190787792E0,1.222728003E1
4.562910997E0,-1.076465988E1,2.332023621E0,5.078257084E0,1.212868218E1
4.564912997E0,-1.068564892E1,2.389486313E0,4.996851444E0,1.203583242E1
4.566914997E0,-1.064973450E1,2.420611858E0,4.939388752E0,1.198639929E1
4.568916997E0,-1.056114578E1,2.492439985E0,4.872349262E0,1.189495038E1
4.570917497E0,-1.047016335E1,2.549902678E0,4.778972626E0,1.178833761E1
4.572919497E0,-1.041988373E1,2.592999697E0,4.743058205E0,1.173857851E1
4.574921497E0,-1.031692982E1,2.664827824E0,4.692778587E0,1.164313184E1
4.576923497E0,-1.020200539E1,2.731867552E0,4.625739098E0,1.153002500E1
4.578923228E0,-1.014454269E1,2.760598898E0,4.585036278E0,1.146975198E1
4.580925228E0,-1.000088596E1,2.798907280E0,4.506025314E0,1.132059478E1
4.582927189E0,-9.869200706E0,2.839609861E0,4.415042877E0,1.117842164E1
4.584929189E0,-9.811738014E0,2.858764172E0,4.376734257E0,1.111748794E1
4.586926689E0,-9.708784103E0,2.865947008E0,4.324060440E0,1.100779904E1
4.588928689E0,-9.581888199E0,2.887495518E0,4.271386147E0,1.088094442E1
4.590930689E0,-9.507665634E0,2.906649590E0,4.252232075E0,1.081322317E1
4.592932228E0,-9.414288521E0,2.887495518E0,4.216318130E0,1.071185312E1
4.594934228E0,-9.383162498E0,2.801301479E0,4.187586784E0,1.065020711E1
4.596936228E0,-9.316123009E0,2.846792698E0,4.185192585E0,1.060236830E1
4.598938228E0,-9.138946533E0,2.921015263E0,4.216318130E0,1.047998151E1
4.600940228E0,-8.997684479E0,2.968900681E0,4.254626274E0,1.038626699E1
4.602941266E0,-8.901913643E0,3.040729046E0,4.283357620E0,1.033621072E1
4.604943266E0,-8.746285439E0,3.114951611E0,4.257020473E0,1.021384628E1
4.606945266E0,-8.583475113E0,3.172414064E0,4.225894928E0,1.007960535E1
4.608945651E0,-8.514040947E0,3.181991339E0,4.228289127E0,1.002458932E1
4.610947651E0,-8.413481712E0,3.229876757E0,4.221106529E0,9.951709337E0
4.612949651E0,-8.312922478E0,3.251425266E0,4.242654800E0,9.883145559E0
4.614948381E0,-8.262641907E0,3.268185139E0,4.271386147E0,9.858855156E0
4.616950381E0,-8.116591454E0,3.296916485E0,4.300117493E0,9.759084259E0
4.618952381E0,-7.968146324E0,3.313676357E0,4.388705730E0,9.681556943E0
4.620954381E0,-7.869981289E0,3.311282158E0,4.424619675E0,9.616571857E0
4.622956381E0,-7.666468143E0,3.325647593E0,4.573064804E0,9.526152812E0
4.624953843E0,-7.465348721E0,3.328042030E0,4.723904133E0,9.440474857E0
4.626955843E0,-7.383943558E0,3.325647593E0,4.793338299E0,9.410560367E0
4.628957843E0,-7.225921154E0,3.344801903E0,4.946571827E0,9.373911090E0
4.630959843E0,-7.058321953E0,3.335224867E0,5.085439682E0,9.316937826E0
4.632961843E0,-6.991282463E0,3.335224867E0,5.162056446E0,9.308522017E0
4.634963843E0,-6.840443134E0,3.323253393E0,5.276981831E0,9.256468691E0
4.636962266E0,-6.785374641E0,3.304099321E0,5.317684174E0,9.232342407E0
4.638964266E0,-6.687209606E0,3.270579338E0,5.420638084E0,9.208625238E0
4.640966266E0,-6.603409767E0,3.210722446E0,5.451763630E0,9.145243893E0
4.642968266E0,-6.557918549E0,3.158048391E0,5.458946705E0,9.098333059E0
4.644969689E0,-6.462147713E0,3.122134447E0,5.463735104E0,9.019948883E0
4.646971689E0,-6.375953674E0,3.021574736E0,5.437397957E0,8.907749193E0
4.648973689E0,-6.330462456E0,2.985660791E0,5.427821159E0,8.857209933E0
4.650975689E0,-6.256239891E0,2.887495518E0,5.382329941E0,8.743434310E0
4.652977689E0,-6.179623127E0,2.815667152E0,5.346415520E0,8.642909372E0
4.654979689E0,-6.129343510E0,2.801301479E0,5.334444046E0,8.594907511E0
4.656981689E0,-6.055120945E0,2.772570133E0,5.322473049E0,8.525277366E0
4.658983689E0,-5.990475655E0,2.772570133E0,5.367964268E0,8.508112840E0
4.660985689E0,-5.985687256E0,2.786935806E0,5.379935265E0,8.516992812E0
4.662979804E0,-5.954561234E0,2.822849989E0,5.423032284E0,8.534316651E0
4.664981804E0,-5.925830364E0,2.892283916E0,5.490072250E0,8.580306817E0
4.666983804E0,-5.918647289E0,2.978477955E0,5.535563469E0,8.633897126E0
4.668985804E0,-5.870761871E0,3.011997700E0,5.633728504E0,8.676224522E0
4.670987804E0,-5.825270653E0,3.071854591E0,5.717528343E0,8.721249862E0
4.672988881E0,-5.798933506E0,3.091008663E0,5.779779434E0,8.751446433E0
4.674990881E0,-5.695979595E0,3.124528646E0,5.873156071E0,8.757900721E0
4.676992881E0,-5.600208759E0,3.122134447E0,5.964138508E0,8.756769370E0
4.678994881E0,-5.523591995E0,3.117345810E0,6.004841328E0,8.734187587E0
4.680996881E0,-5.401484013E0,3.079037428E0,6.100612164E0,8.710566560E0
4.682996881E0,-5.279376030E0,3.043123245E0,6.184412003E0,8.682128896E0
4.684998881E0,-5.200365067E0,3.007209063E0,6.225114346E0,8.650962477E0
4.687000881E0,-5.054314137E0,2.976083517E0,6.313702583E0,8.617772613E0
4.689002881E0,-4.891503334E0,2.904255390E0,6.385530949E0,8.551988642E0
4.691004881E0,-4.807703972E0,2.889889717E0,6.416656494E0,8.522849325E0
4.693004074E0,-4.664047241E0,2.846792698E0,6.483695984E0,8.479143762E0
4.695000843E0,-4.532361984E0,2.813272953E0,6.507638931E0,8.414640475E0
4.697002843E0,-4.455745220E0,2.779752970E0,6.541158676E0,8.388530793E0
4.699004843E0,-4.319271564E0,2.784541607E0,6.581861496E0,8.350489780E0
4.701006843E0,-4.213923454E0,2.746233225E0,6.605803967E0,8.302746163E0
4.703008843E0,-4.180403709E0,2.739050388E0,6.591438770E0,8.271954864E0
4.705010843E0,-4.120546818E0,2.736656189E0,6.627352715E0,8.269824495E0
4.707010997E0,-4.055901527E0,2.719896078E0,6.627352715E0,8.232252175E0
4.709012997E0,-4.017592907E0,2.715107679E0,6.639324188E0,8.221525902E0
4.711014997E0,-4.000833035E0,2.686376333E0,6.603409767E0,8.174858000E0
4.713015074E0,-3.967313290E0,2.648067951E0,6.569890022E0,8.118823407E0
4.715013497E0,-3.950553417E0,2.633702278E0,6.550735950E0,8.090451253E0
4.717015497E0,-3.931399345E0,2.559479713E0,6.533976078E0,8.043611167E0
4.719017497E0,-3.950553417E0,2.490045786E0,6.505244732E0,8.007834248E0
4.721015458E0,-3.972101927E0,2.456526041E0,6.474119186E0,7.982877498E0
4.723017458E0,-4.012804508E0,2.396669149E0,6.428627968E0,7.948199833E0
4.725019458E0,-4.043930054E0,2.341600657E0,6.385530949E0,7.912740954E0
4.727021458E0,-4.075055599E0,2.310475111E0,6.349617004E0,7.890627952E0
4.729023458E0,-4.106181145E0,2.245829821E0,6.330462456E0,7.872688872E0
4.731025458E0,-4.130124092E0,2.193155766E0,6.318490982E0,7.860736958E0
4.733027458E0,-4.125335693E0,2.164424419E0,6.304125786E0,7.838694379E0
4.735029458E0,-4.118152618E0,2.121327400E0,6.342433929E0,7.854023114E0
4.737031458E0,-4.082238674E0,2.087807655E0,6.397502422E0,7.870937088E0
4.739033458E0,-4.058295727E0,2.059076309E0,6.454965115E0,7.897856297E0
4.741033266E0,-4.000833035E0,2.020767927E0,6.545947552E0,7.933448011E0
4.743031574E0,-3.905062199E0,1.975276709E0,6.646506786E0,7.957844012E0
4.745033574E0,-3.847599506E0,1.944151163E0,6.691998005E0,7.960312997E0
4.747035574E0,-3.663240433E0,1.903448462E0,6.792557716E0,7.948665728E0
4.749037574E0,-3.459727049E0,1.874717116E0,6.878751755E0,7.924739821E0
4.751039574E0,-3.311282158E0,1.848380208E0,6.907482624E0,7.880000960E0
4.753041574E0,-3.057488918E0,1.790917516E0,6.955368519E0,7.805944867E0
4.755043574E0,-2.758204460E0,1.769369125E0,6.948185444E0,7.682163752E0
4.757045574E0,-2.619336605E0,1.755003452E0,6.938608170E0,7.621367640E0
4.759047574E0,-2.293715239E0,1.692752242E0,6.912271500E0,7.477033973E0
4.761046266E0,-1.975276709E0,1.642472506E0,6.878751755E0,7.342796450E0
4.763048266E0,-1.822043180E0,1.628106833E0,6.876357079E0,7.297592746E0
4.765050266E0,-1.522758722E0,1.671203852E0,6.869174480E0,7.231685452E0
4.767052266E0,-1.254600048E0,1.673598051E0,6.876357079E0,7.187436149E0
4.769054266E0,-1.139674783E0,1.675992370E0,6.885934353E0,7.178015112E0
4.771056266E0,-9.170072675E-1,1.702329397E0,6.936213970E0,7.200686908E0
4.773058266E0,-7.015225291E-1,1.731060743E0,6.996070862E0,7.241112667E0
4.775059189E0,-6.296942830E-1,1.738243461E0,7.020013809E0,7.259380077E0
4.777061189E0,-4.620950520E-1,1.733454943E0,7.115784645E0,7.338445952E0
4.779051150E0,-3.040728867E-1,1.735849261E0,7.137333393E0,7.351677424E0
4.781053150E0,-2.346389294E-1,1.745426297E0,7.242681503E0,7.453724153E0
4.783055150E0,-1.125309169E-1,1.764580488E0,7.348029613E0,7.557773925E0
4.785057150E0,7.182824425E-3,1.795706153E0,7.477320194E0,7.689923892E0
4.787059150E0,5.985686928E-2,1.793311834E0,7.549148560E0,7.759458367E0
4.789061150E0,9.816526622E-2,1.845985889E0,7.714353561E0,7.932751805E0
4.791063150E0,1.053480953E-1,1.908236980E0,7.877163887E0,8.105687972E0
4.793065150E0,1.268965602E-1,1.944151163E0,7.963357925E0,8.198225170E0
4.795067150E0,1.364736706E-1,2.006402254E0,8.126168251E0,8.371313249E0
4.797069150E0,1.556278616E-1,2.059076309E0,8.209968567E0,8.465671807E0
4.799071150E0,1.436564922E-1,2.059076309E0,8.370385170E0,8.621124076E0
4.801072266E0,1.292908341E-1,2.133298874E0,8.549955368E0,8.813025417E0
4.803074266E0,1.173194647E-1,2.159635782E0,8.652909279E0,8.919115963E0
4.805076266E0,1.340793967E-1,2.190761566E0,8.868393898E0,9.135963214E0
4.807078266E0,1.149251908E-1,2.207521439E0,9.043175697E0,9.309424547E0
4.809080266E0,1.197137386E-1,2.185972929E0,9.138946533E0,9.397507795E0
4.811082266E0,1.125309169E-1,2.183578730E0,9.318517685E0,9.571596059E0
4.813084266E0,1.221080124E-1,2.169213057E0,9.502876282E0,9.748079466E0
4.815086266E0,1.173194647E-1,2.181184292E0,9.593858719E0,9.839382800E0
4.817088266E0,1.029538140E-1,2.140481710E0,9.756669998E0,9.989237753E0
4.819090266E0,9.816526622E-2,2.123721838E0,9.847652435E0,1.007452676E1
4.821092266E0,9.816526622E-2,2.138087511E0,9.936240196E0,1.016414895E1
4.823091073E0,1.149251908E-1,2.169213057E0,1.010623360E1,1.033705232E1
4.825093073E0,2.011190802E-1,2.188367128E0,1.027862167E1,1.051092113E1
4.827095073E0,2.394274771E-1,2.221887112E0,1.036481571E1,1.060299545E1
4.829097073E0,3.543526828E-1,2.253012657E0,1.057072353E1,1.081396448E1
4.831099073E0,4.980091453E-1,2.320052385E0,1.078141975E1,1.103945959E1
4.833101073E0,5.865973234E-1,2.365543604E0,1.089155579E1,1.116090858E1
4.835103073E0,7.972934842E-1,2.461314440E0,1.115492630E1,1.145103168E1
4.837105073E0,1.010383964E0,2.559479713E0,1.139674854E1,1.172423514E1
4.839104266E0,1.158828974E0,2.633702278E0,1.151646137E1,1.187047408E1
4.841106266E0,1.426987767E0,2.736656189E0,1.175828362E1,1.215659552E1
4.843108266E0,1.743032098E0,2.853975534E0,1.201447105E1,1.247120090E1
4.845110266E0,1.905842781E0,2.925803900E0,1.215812778E1,1.264961013E1
4.847112266E0,2.284138203E0,3.083826065E0,1.241910362E1,1.299851550E1
4.849104073E0,2.688770533E0,3.208328247E0,1.267050266E1,1.334408089E1
4.851106073E0,2.918621063E0,3.296916485E0,1.278782177E1,1.352465870E1
4.853108073E0,3.395081758E0,3.433390141E0,1.300570107E1,1.387310377E1
4.855110073E0,3.905062199E0,3.577046633E0,1.315175152E1,1.417791739E1
4.857112073E0,4.170826912E0,3.646480560E0,1.321400261E1,1.432838032E1
4.859114073E0,4.731087208E0,3.763799906E0,1.332653332E1,1.463372359E1
4.861116073E0,5.265010357E0,3.890696526E0,1.338878441E1,1.490360364E1
4.863110881E0,5.559505939E0,3.938581944E0,1.341033363E1,1.504186099E1
4.865112881E0,6.126949310E0,4.024775982E0,1.345343018E1,1.532100235E1
4.867114881E0,6.699181080E0,4.113364220E0,1.350131607E1,1.562319839E1
4.869116881E0,6.967339516E0,4.144489765E0,1.349173832E1,1.574000058E1
4.871118881E0,7.465348721E0,4.235472202E0,1.350370979E1,1.600065106E1
4.873120881E0,7.874769688E0,4.309694767E0,1.347258472E1,1.618937941E1
4.875122881E0,8.066311836E0,4.369551659E0,1.343906403E1,1.627165665E1
4.877124881E0,8.387145042E0,4.415042877E0,1.332413960E1,1.635143729E1
4.879126881E0,8.636149406E0,4.403071404E0,1.317569447E1,1.635753768E1
4.881128881E0,8.751074791E0,4.417437077E0,1.307274055E1,1.633987778E1
4.883130881E0,8.923461914E0,4.395888329E0,1.282134151E1,1.622771718E1
4.885131997E0,9.024022102E0,4.395888329E0,1.255797100E1,1.607667393E1
4.887133997E0,9.045570374E0,4.403071404E0,1.242149734E1,1.598446050E1
4.889135997E0,9.021627426E0,4.458139896E0,1.223235035E1,1.583967070E1
4.891137997E0,8.935433388E0,4.522785187E0,1.205038548E1,1.566873785E1
4.893137381E0,8.858817101E0,4.575459003E0,1.198095131E1,1.558706707E1
4.895139381E0,8.703188896E0,4.676018715E0,1.192109394E1,1.548299482E1
4.897140766E0,8.442213058E0,4.829252243E0,1.190672874E1,1.537409600E1
4.899142766E0,8.284191132E0,4.903474808E0,1.194024849E1,1.533758201E1
4.901144766E0,7.946598053E0,5.063891411E0,1.202404785E1,1.527642444E1
4.903139343E0,7.563514233E0,5.253038883E0,1.216530991E1,1.525765153E1
4.905141343E0,7.381549358E0,5.320078850E0,1.225629234E1,1.526457375E1
4.907143343E0,6.979310989E0,5.442186832E0,1.245262337E1,1.527730369E1
4.909145343E0,6.569890022E0,5.573871613E0,1.265134811E1,1.530647277E1
4.911147343E0,6.354405403E0,5.633728504E0,1.276387882E1,1.533081757E1
4.913149343E0,5.995264053E0,5.767807961E0,1.294823837E1,1.539050606E1
4.915151343E0,5.650488377E0,5.813299179E0,1.313259697E1,1.543332658E1
4.917153343E0,5.497254848E0,5.822876453E0,1.325231075E1,1.548384453E1
4.919155343E0,5.174027920E0,5.815693378E0,1.347258472E1,1.555967203E1
4.921157343E0,4.881926537E0,5.796539307E0,1.370961761E1,1.566482332E1
4.923159343E0,4.728692532E0,5.774991035E0,1.385566807E1,1.573818897E1
4.925161343E0,4.422225475E0,5.741470814E0,1.416931820E1,1.591509169E1
4.927163343E0,4.130124092E0,5.669642925E0,1.450691128E1,1.611375967E1
4.929165343E0,4.010410309E0,5.633728504E0,1.468169308E1,1.622881386E1
4.931167343E0,3.782954216E0,5.585843086E0,1.501449776E1,1.646048385E1
4.933169343E0,3.615355015E0,5.485283375E0,1.532335854E1,1.667226566E1
4.935161727E0,3.541132450E0,5.430215359E0,1.544546700E1,1.675080024E1
4.937163727E0,3.426207304E0,5.296135902E0,1.566095161E1,1.688352325E1
4.939165727E0,3.344801903E0,5.181210518E0,1.584291649E1,1.700090130E1
4.941167727E0,3.325647593E0,5.118959427E0,1.592192745E1,1.705202191E1
4.943169727E0,3.378321648E0,5.018400192E0,1.600333214E1,1.710859542E1
4.945171727E0,3.469304085E0,4.927417755E0,1.605600739E1,1.714966150E1
4.947173727E0,3.538738251E0,4.877137661E0,1.612304688E1,1.721225670E1
4.949175727E0,3.684788942E0,4.790944099E0,1.620205688E1,1.729269968E1
4.951177727E0,3.890696526E0,4.747847080E0,1.624515533E1,1.736619254E1
4.953176304E0,3.984073162E0,4.714327335E0,1.623797226E1,1.737151301E1
4.955178304E0,4.233078003E0,4.692778587E0,1.620923996E1,1.739771768E1
4.957180304E0,4.364762783E0,4.668835640E0,1.617811394E1,1.739484265E1
4.959182304E0,4.585036278E0,4.690384388E0,1.606797791E1,1.735517725E1
4.961184304E0,4.795732498E0,4.735875607E0,1.596741867E1,1.733164813E1
4.963186304E0,4.901080608E0,4.771789551E0,1.589080143E1,1.730052417E1
4.965188304E0,5.071074009E0,4.834040642E0,1.578305912E1,1.726814106E1
4.967188958E0,5.205153465E0,4.944177628E0,1.568010616E1,1.724541227E1
4.969190958E0,5.382329941E0,5.039948463E0,1.559391212E1,1.724936670E1
4.971192958E0,5.475706577E0,5.109382629E0,1.555799770E1,1.726674393E1
4.973194958E0,5.648094177E0,5.231490612E0,1.546701527E1,1.727709533E1
4.975196958E0,5.724710941E0,5.269798756E0,1.540236950E1,1.725618963E1
4.977198958E0,5.877944469E0,5.367964268E0,1.521801090E1,1.717419947E1
4.979200958E0,5.964138508E0,5.485283375E0,1.500252628E1,1.705095530E1
4.981202958E0,5.997658253E0,5.530774593E0,1.488760090E1,1.697651415E1
4.983193304E0,5.995264053E0,5.612180233E0,1.468169308E1,1.682236219E1
4.985195304E0,5.976109982E0,5.710345268E0,1.445902538E1,1.665488963E1
4.987197304E0,5.935407162E0,5.753442287E0,1.434649467E1,1.655756823E1
4.989199304E0,5.882733345E0,5.774991035E0,1.418128967E1,1.640323291E1
4.991201304E0,5.794145107E0,5.803721905E0,1.404481602E1,1.626382988E1
4.993203304E0,5.755836487E0,5.796539307E0,1.398735332E1,1.619801144E1
4.995205304E0,5.674431324E0,5.791750908E0,1.387242794E1,1.606822350E1
4.997207304E0,5.573871613E0,5.746259689E0,1.375510883E1,1.591510491E1
4.999209304E0,5.509226322E0,5.719922543E0,1.369525146E1,1.583126657E1
5.001211304E0,5.382329941E0,5.662459850E0,1.358750916E1,1.567333188E1
5.003212920E0,5.233884811E0,5.578660488E0,1.347019005E1,1.549067536E1
5.005214920E0,5.157268047E0,5.511620522E0,1.340075588E1,1.538036517E1
5.007216920E0,4.996851444E0,5.384724140E0,1.328583050E1,1.518147129E1
5.009218920E0,4.805309772E0,5.253038883E0,1.314935684E1,1.495295974E1
5.011220920E0,4.733481407E0,5.169239521E0,1.306795216E1,1.482896682E1
5.013222920E0,4.570670605E0,4.989668846E0,1.290753555E1,1.457368516E1
5.015224920E0,4.395888329E0,4.812492371E0,1.275430202E1,1.432327257E1
5.017224420E0,4.297723293E0,4.716721535E0,1.265613651E1,1.417376728E1
5.019226420E0,4.127729893E0,4.506025314E0,1.251726913E1,1.392926577E1
5.021228420E0,3.933793545E0,4.367157459E0,1.238079548E1,1.370514110E1
5.023230420E0,3.852388144E0,4.304905891E0,1.233769798E1,1.362321183E1
5.025232420E0,3.663240433E0,4.182797909E0,1.221559048E1,1.342146711E1
5.027234420E0,3.445361376E0,4.082238674E0,1.213897324E1,1.326234741E1
5.029224304E0,3.361561775E0,4.053507328E0,1.208390522E1,1.318149402E1
5.031226304E0,3.141288519E0,3.976890564E0,1.199292278E1,1.301973690E1
5.033228304E0,2.947352171E0,3.914639235E0,1.194024849E1,1.290661920E1
5.035230304E0,2.851581335E0,3.864359617E0,1.191151714E1,1.284324850E1
5.037230920E0,2.683982134E0,3.811685562E0,1.180138016E1,1.268878562E1
5.039232112E0,2.566662550E0,3.780560017E0,1.173194695E1,1.259043168E1
5.041234112E0,2.511594296E0,3.754222870E0,1.169124413E1,1.253345461E1
5.043236112E0,2.418217659E0,3.751828671E0,1.158589554E1,1.241599655E1
5.045238112E0,2.355966330E0,3.725491524E0,1.147097015E1,1.228873552E1
5.047240112E0,2.324840784E0,3.703943014E0,1.142547894E1,1.223379121E1
5.049242112E0,2.308080912E0,3.687183142E0,1.131294823E1,1.212045191E1
5.051244112E0,2.300898075E0,3.677606106E0,1.121478367E1,1.202457032E1
5.053246112E0,2.312869549E0,3.684788942E0,1.117647457E1,1.199335728E1
5.055244343E0,2.303292274E0,3.687183142E0,1.112380123E1,1.194317498E1
5.057246343E0,2.320052385E0,3.706337452E0,1.109267521E1,1.192338139E1
5.059248343E0,2.310475111E0,3.720703125E0,1.107831001E1,1.191263530E1
5.061250343E0,2.310475111E0,3.742251635E0,1.107831001E1,1.191938318E1
5.063248843E0,2.310475111E0,3.756617069E0,1.109985828E1,1.194392402E1
5.065250843E0,2.312869549E0,3.759011507E0,1.110225201E1,1.194736509E1
5.067252843E0,2.341600657E0,3.727885962E0,1.112619495E1,1.196546871E1
5.069254843E0,2.403851986E0,3.711125851E0,1.114774323E1,1.199262851E1
5.071256843E0,2.432583094E0,3.696760416E0,1.114774323E1,1.199398504E1
5.073240343E0,2.497228622E0,3.641691923E0,1.113816643E1,1.198152003E1
5.075242343E0,2.552296877E0,3.562680960E0,1.112619495E1,1.195822433E1
5.077244343E0,2.571451187E0,3.519583941E0,1.111182976E1,1.193618837E1
5.079246343E0,2.609759569E0,3.433390141E0,1.107591534E1,1.188591239E1
5.081248343E0,2.616942406E0,3.354378939E0,1.105915546E1,1.184926855E1
5.083250343E0,2.609759569E0,3.292127848E0,1.105676079E1,1.182797150E1
5.085252343E0,2.604970932E0,3.220299721E0,1.106154919E1,1.181160761E1
5.087254343E0,2.540325642E0,3.143682718E0,1.108309841E1,1.179707870E1
5.089256343E0,2.492439985E0,3.095797300E0,1.110225201E1,1.179221004E1
5.091258343E0,2.379909277E0,3.050306082E0,1.114774323E1,1.180002180E1
5.093260266E0,2.226675510E0,2.971295118E0,1.119323444E1,1.179301386E1
5.095262266E0,2.142875910E0,2.935380936E0,1.129379463E1,1.186415507E1
5.097264266E0,1.934574008E0,2.897072554E0,1.136801720E1,1.188980323E1
5.099266266E0,1.726272106E0,2.834821463E0,1.146378803E1,1.193459946E1
5.101268266E0,1.608952641E0,2.803695917E0,1.151406765E1,1.195923046E1
5.103270266E0,1.367130876E0,2.727078915E0,1.161941528E1,1.201319349E1
5.105272266E0,1.134886265E0,2.672010660E0,1.173434067E1,1.208810815E1
5.107274266E0,9.960182905E-1,2.648067951E0,1.177264881E1,1.210783120E1
5.109276266E0,7.158881426E-1,2.600182533E0,1.187560272E1,1.217798773E1
5.111276266E0,5.650488734E-1,2.554691315E0,1.192588329E1,1.220952170E1
5.113278266E0,3.016786277E-1,2.530748367E0,1.205756760E1,1.232398611E1
5.115280266E0,6.464541703E-2,2.485257149E0,1.217009926E1,1.242143301E1
5.117282266E0,-2.753416002E-1,2.387091875E0,1.219164753E1,1.242619371E1
5.119284266E0,-4.189980924E-1,2.332023621E0,1.215812778E1,1.238684644E1
5.121286266E0,-6.584255695E-1,2.183578730E0,1.210066509E1,1.231371739E1
5.123288266E0,-7.541965842E-1,2.094990492E0,1.209348202E1,1.229675181E1
5.125290266E0,-1.000806928E0,1.920208454E0,1.205038548E1,1.224339026E1
5.127292266E0,-1.245022893E0,1.683175206E0,1.200489426E1,1.218608415E1
5.129294266E0,-1.362342358E0,1.587404251E0,1.197616291E1,1.215747947E1
5.131292919E0,-1.592192769E0,1.371919513E0,1.193785381E1,1.212145184E1
5.133294919E0,-1.822043180E0,1.177983165E0,1.189236259E1,1.208866303E1
5.135296919E0,-1.944151163E0,1.089395046E0,1.185405445E1,1.206172095E1
5.137298919E0,-2.195549965E0,9.265843630E-1,1.178462029E1,1.202315572E1
5.139300919E0,-2.403851986E0,7.805336118E-1,1.171758080E1,1.198705288E1
5.141302919E0,-2.506805658E0,7.087053657E-1,1.167208958E1,1.195926473E1
5.143304919E0,-2.717501879E0,6.033572555E-1,1.155477047E1,1.188535136E1
5.145306919E0,-2.899466753E0,5.171633363E-1,1.144463348E1,1.181752939E1
5.147308919E0,-2.980872154E0,4.836435020E-1,1.137519932E1,1.176922552E1
5.149310919E0,-3.158048391E0,4.501236677E-1,1.126985168E1,1.171261875E1
5.151305458E0,-3.328042030E0,4.261809289E-1,1.116929245E1,1.166235773E1
5.153307458E0,-3.423812866E0,4.405465722E-1,1.110704041E1,1.163111871E1
5.155309458E0,-3.567469358E0,4.812492430E-1,1.100169277E1,1.157565041E1
5.157311458E0,-3.720703125E0,5.243461728E-1,1.093465328E1,1.156223218E1
5.159313458E0,-3.804502726E0,5.554717779E-1,1.089395046E1,1.155252988E1
5.161315458E0,-3.948159218E0,6.512427330E-1,1.081493950E1,1.153147843E1
5.163312189E0,-4.077449799E0,7.565908432E-1,1.074071693E1,1.151351496E1
5.165314189E0,-4.110970020E0,8.236305118E-1,1.071437931E1,1.150549285E1
5.167316189E0,-4.158855438E0,9.457385540E-1,1.059706020E1,1.142314252E1
5.169318189E0,-4.221106529E0,1.079817891E0,1.047016335E1,1.134054970E1
5.171320189E0,-4.211529255E0,1.144463301E0,1.039833546E1,1.127706323E1
5.173322189E0,-4.225894928E0,1.249811411E0,1.024031353E1,1.114828407E1
5.175324189E0,-4.247443676E0,1.359948039E0,1.006792545E1,1.101151031E1
5.177326189E0,-4.245049000E0,1.415016413E0,9.991309166E0,1.094755549E1
5.179324573E0,-4.254626274E0,1.472478986E0,9.830892563E0,1.081279278E1
5.181326573E0,-4.235472202E0,1.558672905E0,9.629773140E0,1.063490558E1
5.183328573E0,-4.254626274E0,1.601769805E0,9.505270958E0,1.053649312E1
